index,alcoholName,normalizedName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
292,선운산 복분자와인,선운산복분자와인,4.0,4.0,3.0,2.0,13%,0.0,과실주,소용량,300ml,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)",(주)선운산복분자주 흥진,"복분자(고창산), 구연산, 과당, 구연산, 아스파탐, 주정, 정제수",(주)선운산복분자주 흥진,"비옥한 땅에서 서해바다의 해풍을 맞으며 소금기를 가득 머금은 고창의 복분자는 당도와 품질이 뛰어나기로 소문이 나있다. 이러한 전북 고창의 1등급 선운산 복분자만을 엄선하여 30일 이상 발효하고 1년 이상 숙성 시킨 '선운산 복분자와인'은 기존의 알코올주정에 과실을 담아 희석하는 리큐르주와는 달리 복분자 특유의 색과 향, 맛이 그대로 살아 있다. 100% 복분자 원액을 그대로 발효시켜 풍미가 뛰어나다.",임종훈,전북 고창군 부안면 복분자로535,063-561-0209,,조금 맛이 진한 불고기 등의 고기류와 복분자에 가장 잘 어울리는 장어구이와 함께 마시면 좋은 궁합이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804423-%EC%84%A0%EC%9A%B4%EC%82%B0%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804423&cid=58637&categoryId=58655,5804423
293,선운산 복분자주,선운산복분자주,4.0,4.0,3.0,2.0,16%,0.0,과실주,홈술,375ml,"￦25,000(375ml*4병 세트)(가격은 판매처 별로 상이할 수 있습니다)",(주)선운산복분자주 흥진,"복분자(고창산), 과당, 구연산, 아스파탐, 무수아황산",(주)선운산복분자주 흥진,"비옥한 땅에서 서해바다의 해풍을 맞으며 소금기를 가득 머금은 고창의 복분자는 당도와 품질이 뛰어나기로 소문이 나있다. 이러한 전북 고창의 1등급 선운산 복분자만을 엄선하여 30일 이상 발효하고 1년 이상 숙성 시킨 '선운산 복분자주'는 기존의 알코올주정에 과실을 담아 희석하는 리큐르주와는 달리 복분자 특유의 색과 향, 맛이 그대로 살아 있다. 100% 복분자 원액을 그대로 발효시켜 풍미가 뛰어나다.",임종훈,전북 고창군 부안면 복분자로535,063-561-0209,,다재다능한 식중주다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804424-%EC%84%A0%EC%9A%B4%EC%82%B0%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804424&cid=58637&categoryId=58655,5804424
294,선운산 복분자주 프리미엄,선운산복분자주프리미엄,4.0,3.0,3.0,2.0,19%,0.0,과실주,진한맛,700ml,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다)",(주)선운산복분자주 흥진,"복분자(고창산), 과당, 구연산, 아스파탐, 무수아황산",(주)선운산복분자주 흥진,"비옥한 땅에서 서해바다의 해풍을 맞으며 소금기를 가득 머금은 고창의 복분자는 당도와 품질이 뛰어나기로 소문이 나있다. 이러한 전북 고창의 1등급 선운산 복분자만을 엄선하여 30일 이상 발효하고 1년 이상 숙성 시킨 '선운산 복분자주 프리미엄'은 기존의 알코올주정에 과실을 담아 희석하는 리큐르주와는 달리 복분자 특유의 색과 향, 맛이 그대로 살아 있다. 100% 복분자 원액을 그대로 발효시켜 풍미가 뛰어나다.",임종훈,전북 고창군 부안면 복분자로535,063-561-0209,,담백한 한우 수육을 곁들인다면 더욱 그 차이를 알 수 있을 것이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804422-%EC%84%A0%EC%9A%B4%EC%82%B0%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84_main.jpg,https://terms.naver.com/entry.naver?docId=5804422&cid=58637&categoryId=58655,5804422
295,선운산의 아침 복분자막걸리,선운산의아침복분자막걸리,2.0,2.0,1.0,4.0,6%,0.0,살균탁주,,750ml,"￦28,000(500ml*12병)(가격은 판매처 별로 상이할 수 있습니다.)",(농)국순당고창명주(주),"복분자, 쌀, 효모, 국, 과당, 구연산, 젖산, 정제수",(농)국순당고창명주(주),'명작 복분자'로 국내외에서 우수한 품질을 인정 받은 국순당고창명주에서 국내산 1등급 복분자와 국내산 쌀로 빚은 살균막걸리이다. 복분자의 깊은 맛과 우리 전통 막걸리의 맛이 조화롭게 어우러진 제품이다.,김영동,전북 고창군 심원면 선운대로 2197,063-564-9800,,양념을 강하게 하지 않은 생선찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595227-%EC%84%A0%EC%9A%B4%EC%82%B0%EC%9D%98%20%EC%95%84%EC%B9%A8%20%EB%B3%B5%EB%B6%84%EC%9E%90%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595227&cid=58637&categoryId=58655,3595227
296,선호 생막걸리,선호생막걸리,2.0,3.0,3.0,3.0,6%,1.0,탁주,,750ml,"￦1,700(가격은 판매처 별로 상이할 수 있습니다.)",김포금쌀탁주영농조합법인,"국내산 쌀, 누룩, 효모, 정제효소, 천연감미료, 정제수",김포금쌀탁주영농조합법인,"'선호 생막걸리'를 생산하고 있는 김포금쌀탁주는 좋은 쌀과 좋은 물로 유명한 김포에서 3대째 가업을 이어 80여년 동안 술을 빚고 있는 양조장이다. 오랜 세월 쌓아온 양조기법으로 누구나 부담 없이 즐길 수 있는, 한번 맛 보면 다시 찾게 되는 제품을 생산하고 있다.",최춘기,경기도 김포시 하성면 하성로 622,031-989-0104,,"닭도리탕, 감자탕 등도 추천 메뉴다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681217-%EC%84%A0%ED%98%B8%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681217&cid=58637&categoryId=58651,5681217
297,설궁,설궁,2.0,,,2.0,30%,0.0,기타주류,겨울,700ml,가격은 판매처 별로 상이할 수 있습니다.,솔래원,"자연산 송이버섯, 산양산삼, 토종벌꿀",솔래원,"제조사 솔래원의 설궁은 기타주류로 분류되며 강원도 자연산 송이버섯, 자연산 토종벌꿀, 산양산삼 등 천연 원재료를 침출, 숙성시켜서 프랑스산 브랜디, 브랙커런트를 함께 주정에 혼합하여 만든 위스키이다. 평창 물갈참나무를 팰릿 형태로 만들어 술에 넣은 후 우려내는 방식으로 제조해 전통 방식의 위스키와는 또다른 맛과 향을 자아낸다.",이이한,강원도 양구군 방산면 칠전길 12-7,033-482-8000,http://www.solraewon.co.kr,조개구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595288-%EC%84%A4%EA%B6%81_main.JPG,https://terms.naver.com/entry.naver?docId=3595288&cid=58637&categoryId=58652,3595288
298,설레온,설레온,2.0,,,3.0,40%,0.0,증류식소주,,375ml,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",농업회사법인 대윤가야곡주조(주),"쌀, 누룩, 효모, 정제수",농업회사법인 대윤가야곡주조(주),"'설레온'은 오랜 전통의 '가야곡왕주'가 '대윤가야곡주조'로 새출발을 하며 현대적 감성을 가진 진화하는 전통주 상품개발의 일환으로 선보인 제품이다. 첫 눈을 맞는 설레임과 눈 덮인 설경의 깨끗함, 그런 풍경이 전하는 따스하고 포근한 느낌을 제품에 담았다.",김한수,충청남도 논산시 가야곡면 매죽헌로 809,041-741-7977,,한우 구이가 제격이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595247-%EC%84%A4%EB%A0%88%EC%98%A8_main.jpg,https://terms.naver.com/entry.naver?docId=3595247&cid=58637&categoryId=58654,3595247
299,설련주,설련주,2.0,4.0,2.0,3.0,16%,0.0,약주,선물,750ml,"￦35,000 (가격은 판매처 별로 상이할 수 있습니다)",영농조합법인 석전상온전통주가,"백련, 찹쌀, 멥쌀, 누룩",영농조합법인 석전상온전통주가,설련주는 식품명인 제74호로 지정된 곽우선 명인이 빚은 약주이다. 진흙에서 피어도 깨끗한 백련처럼 세상을 살고자 했던 조상의 뜻을 잊지 않기 위해 백련꽃으로 술을 빚어 대대로 제사와 혼례에 마시던 술이다. 직접 빚은 전통누룩을 이용하여 밑술과 두 차례의 덧술로 정성껏 빚은 삼양주이다. 은은한 백련꽃 향이 살아있는 명술이다.,곽우선,경북 칠곡군 왜관읍 동산2길19,054-976-3552,,연잎이 들어간 만큼 연잎밥과도 좋은 매칭이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040753-%EC%84%A4%EB%A0%A8%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040753&cid=58637&categoryId=58657,6040753
300,설성 만월 막걸리,설성만월막걸리,2.0,3.0,2.0,3.0,8%,0.0,탁주,,750ml,"￦4,000 (가격은 판매처 별로 상이할 수 있습니다.)",병영주조장,"정제수, 유기농쌀국내산, 누룩, 유기농올리고당 등",병영주조장,병영주조장의 설성 만월 막걸리는 유기농 쌀만을 사용하여 대한민국 식품명인 61호인 김견식 명인의 손끝에서 빚어지는 막걸리다. 국내 최초 막걸리분야 '유기가공식품 인증'으로 그 정직함을 인정받았고 호리병처럼 우아하게 떨어지는 병에 담긴 술은 목 넘김이 부드럽고 깔끔한 맛이 일품이다.,대표자명,전남 강진군 병영면 하멜로 407(성남리 140-3),061) 432-1010,http://byjujo.modoo.at/,새우 간장 절임과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551541-%EC%84%A4%EC%84%B1%20%EB%A7%8C%EC%9B%94%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551541&cid=58637&categoryId=58656,3551541
301,설이소주,설이소주,,,,,40%,,증류식 소주,,,,,,,설이소주는 생쌀을 갈아 저온 발효 후 냉각 · 여과하여 만든 술로 맑고 투명한 술의 모습을 강원도의 새하얀 설원을 형상화하는 ‘눈(雪)’에 비유하여 설이소주라 이름 지었다.,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687181-%EC%84%A4%EC%9D%B4%EC%86%8C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687181&cid=58637&categoryId=58652,5687181
302,설하담,설하담,3.0,1.0,4.0,2.0,8%,1.0,탁주,"예쁜술, 홈술",950ml / 475ml,"￦7,400(950ml), ￦3,900(475ml)(가격은 판매처 별로 상이할 수 있습니다)",리큐랩주식회사,"국내산 멥쌀 100%, 개량 누룩, 정제수, 이산화탄소",리큐랩주식회사,부산쌀 100%로 인공첨가물이 들어가지 않은 순수한 막걸리 '설하담'은 부산에 위치한 설하담 브루어리에서 생산하고 있는 알코올 도수 8%의 프리미엄 생막걸리이다. 젊은 여성층을 타켓으로 깔끔하고 달콤한 맛이 특징이며 탄산을 함유하여 스파클링한 느낌이 경쾌하다. 싱그러운 맛을 위해 오랜 시간 침전물을 걸러내고 부산쌀의 100% 사용하고 함유량도 34%로 높인 스페셜한 막걸리이다.,김승언,부산광역시 영도구 남항새싹길 186,070-4116-3120,https://smartstore.naver.com/sulhadam,양념된 돼지고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804514-%EC%84%A4%ED%95%98%EB%8B%B4_main.jpg,https://terms.naver.com/entry.naver?docId=5804514&cid=58637&categoryId=58645,5804514
303,성포 생막걸리,성포생막걸리,3.0,3.0,3.0,3.0,6%,0.0,탁주,,750ml,"￦1,100 (가격은 판매처 별로 상이할 수 있습니다)",성포양조장,"쌀(국내산), 소맥분(미국산), 전분당, 정제수, 무농약 미나리추출액, 정제효소, 종국, 효모, 아스파탐",성포양조장,성포 생막걸리는 친환경 인증을 받은 미나리를 활용해 만든 산뜻한 맛의 막걸리이다. 대구 팔공산 일대 100여개 농가에서 생산한 미나리를 수매하여 사용한다. 누룩 반죽할 때 5년 숙성한 미나리 발효원액을 첨가해서 만드는데 발효원액은 산성인 막걸리를 중화시켜 숙취를 줄이는 역할을 한다. 첫맛부터 끝맛까지 산뜻하고 가벼운 느낌이라 청량감을 만끽할 수 있는 막걸리다.,원태연,경남 거제시 사등면 지석3길3,010-3589-5134,http://성포양조장.kr/,미나리전이나 무침과도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040771-%EC%84%B1%ED%8F%AC%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040771&cid=58637&categoryId=58658,6040771
304,세우리,세우리,,,,4.0,45%,0.0,일반증류주,,700ml,"￦250,000(가격은 판매처 별로 상이할 수 있습니다.)",제주샘영농조합법인,"산양삼, 하수오, 구기자, 쌀",제주샘영농조합법인,"제주도 한라산에서 자란 산양산삼과 하수오, 그리고 구기자를 넣어 만든 알콜도수가 45%인 증류주이다. 구기자의 붉은 색, 하수오의 담백한 맛, 산양산삼의 향과 제주 천연 지하 암반수가 만나 황금 빛깔이 나는 술로 고도주임에도 목 넘김이 부드러우며 재료에서 우려져 나오는 고유한 맛이 일품이다.",김숙희,제주특별자치도 제주시 애월읍 애원로 283,064-799-4225,,삼계탕 등 몸 보양을 위해 먹는 음식과 다 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681144-%EC%84%B8%EC%9A%B0%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681144&cid=58637&categoryId=58659,5681144
305,세종 쌀 막걸리,세종쌀막걸리,3.0,1.0,3.0,3.0,6%,0.0,살균탁주,,750ml,"￦1,500 (가격은 판매처 별로 상이할 수 있습니다.)",조은술 세종,"정제수, 백미, 소맥분, 전분당, 효모, 젖산 등",조은술 세종,조은술 세종에서 전통발효하여 정성껏 빚어낸 세종 쌀막걸리는 쌀과 함께 밀을 사용하여 초정광천수 인근의 지하 암반수로 빚어낸 막걸리. 쌀과 밀의 조합이 적절해 달콤한 향기가 올라오고 6%의 도수를 가진 목넘김이 은근히 묵직한 막걸리로 전통 막걸리에 대한 향수를 가지고 있는 사람이라면 누구나 좋아할 만한 막걸리다.,경기호,충북 청주시 청원구 사천로 18번길 5-2,043) 218-7689,,육회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551504-%EC%84%B8%EC%A2%85%20%EC%8C%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551504&cid=58637&categoryId=58653,3551504
306,세종 알밤주,세종알밤주,4.0,1.0,3.0,4.0,6%,0.0,기타주류,,750ml,"￦1,500 (가격은 판매처 별로 상이할 수 있습니다.)",조은술 세종,"정제수, 백미, 소맥분, 알밤(국내산), 전분당, 효모, 젖산 등",조은술 세종,막걸리는 본디 다른 곡물이 섞이면 맛이 달라진다는 느낌보다 오히려 특색이 있어진다고 느껴지는 경우가 많다. 하지만 알밤주에는 세종의 노하우에 밤을 녹여 향기가 그윽하면서도 막걸리 특유의 새콤함까지 느낄 수 있는 아주 특색 있는 막걸리가 되었다. 막걸리에 거부감이 있는 사람도 거부감 없이 마실 수 있을 만큼 친근하게 마실 수 있는 것이 특징이다.,경기호,충북 청주시 청원구 사천로 18번길 5-2,043) 218-7689,,야채 샐러드와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551562-%EC%84%B8%EC%A2%85%20%EC%95%8C%EB%B0%A4%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551562&cid=58637&categoryId=58653,3551562
307,세종 오가닉,세종오가닉,1.0,3.0,,1.0,13%,0.0,살균약주,,375ml,"￦9,000 (가격은 판매처 별로 상이할 수 있습니다.)",조은술 세종,"정제수, 유기농 백미, 국, 효모, 정제효소, 구연산",조은술 세종,100% 유기농 원료로 만든 'Organic'은 '2014년 지역희망 박람회 지역특화상품전'에서 최고상인 산업통상자원부 장관상을 받았다. 최고급의 재료만으로 빚는 술은 세계 유기농 엑스포 공식 건배주로도 사용된 술이며 유기가공 식품 인증과 품격을 갖춘 세련된 디자인은 마치 와인을 보는듯한 착각마저 일으킨다. 단맛은 적으면서 깔끔해 부담없이 마시기도 좋다.,경기호,충북 청주시 청원구 사천로 18번길 5-2,043) 218-7689,,생선찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551563-%EC%84%B8%EC%A2%85%20%EC%98%A4%EA%B0%80%EB%8B%89_main.jpg,https://terms.naver.com/entry.naver?docId=3551563&cid=58637&categoryId=58653,3551563
308,세종대왕어주 약주,세종대왕어주약주,3.0,1.0,1.0,3.0,15%,0.0,약주,명절,500ml,"￦25,900 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 장희도가(주),"쌀(국내산), 누룩, 정제수",농업회사법인 장희도가(주),"세종대왕어주 약주는 국내산 찹쌀과 멥쌀, 전통누룩을 사용하여 세계3대 광천수로 유명한 초정리의 암반수로 빚은 술이다. 저온에서 오랜시간 숙성하여 산뜻한 단맛과 은은한 배꽃, 풋사과 향이 난다. 세종대왕의 어의가 쓴 산가요록 주방문에서 벽향주 제법을 현대에 구현한 술이다. 연녹색의 푸르름과 반짝이는 윤기가 고급스러우며 도수를 잊게 만드는 부드러운 술맛이 일품인 프리미엄 약주이다.",장정수,충북 청주시 청원구 내수읍 미원초정로 1275,010-4741-6567,,매우면서 약간 새콤한 양념으로 버무린 무침류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036279-%EC%84%B8%EC%A2%85%EB%8C%80%EC%99%95%EC%96%B4%EC%A3%BC%20%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6036279&cid=58637&categoryId=58653,6036279
